notebook_path,relative_notebook_path,function_name,cell_number_1_based,cell_index_0_based,position_ratio,line_in_cell,preceding_heading,cell_stage,cell_line_count,first_use_cell_after_def_1_based,cell_gap_to_first_use,call_count_excluding_def_lines,modified_vs_head_before_audit
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Architecture_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Architecture_Trial.ipynb,select_best,8,7,0.5385,148,## 3. Keras Utilities,configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,181,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Architecture_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Architecture_Trial.ipynb,set_global_seed,8,7,0.5385,32,## 3. Keras Utilities,configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,181,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Architecture_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Architecture_Trial.ipynb,train_and_evaluate_config,8,7,0.5385,69,## 3. Keras Utilities,configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,181,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Baseline.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Baseline.ipynb,load_class_weights,6,5,0.4545,87,## 2. Load MLP Cache,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,123,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Baseline.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Baseline.ipynb,load_json,6,5,0.4545,75,## 2. Load MLP Cache,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,123,,,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Baseline.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Baseline.ipynb,require_file,6,5,0.4545,67,## 2. Load MLP Cache,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,123,,,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Baseline.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Baseline.ipynb,resolve_project_root,6,5,0.4545,34,## 2. Load MLP Cache,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,123,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Baseline.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Baseline.ipynb,save_json,6,5,0.4545,81,## 2. Load MLP Cache,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,123,10,4,3,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Baseline.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Baseline.ipynb,build_mlp_model,8,7,0.6364,53,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Baseline.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Baseline.ipynb,config_json,8,7,0.6364,16,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,,,3,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Baseline.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Baseline.ipynb,config_key,8,7,0.6364,21,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Baseline.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Baseline.ipynb,flat_result,8,7,0.6364,118,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,10,2,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Baseline.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Baseline.ipynb,make_optimizer,8,7,0.6364,40,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Baseline.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Baseline.ipynb,normalise_config,8,7,0.6364,2,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,10,2,5,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Baseline.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Baseline.ipynb,seed_from_config,8,7,0.6364,26,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,,,0,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Baseline.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Baseline.ipynb,select_best,8,7,0.6364,148,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,,,0,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Baseline.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Baseline.ipynb,set_global_seed,8,7,0.6364,32,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Baseline.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Baseline.ipynb,train_and_evaluate_config,8,7,0.6364,69,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,151,10,2,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Controlled_Trial_Comparison.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Controlled_Trial_Comparison.ipynb,ensure_selected_config_from_results,4,3,0.4286,107,## 1. Imports and Paths,imports/setup; configuration/paths; dataset loading; training; evaluation; outputs/saving; function definitions,119,6,2,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Controlled_Trial_Comparison.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Controlled_Trial_Comparison.ipynb,first_existing_results_path,4,3,0.4286,66,## 1. Imports and Paths,imports/setup; configuration/paths; dataset loading; training; evaluation; outputs/saving; function definitions,119,6,2,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Controlled_Trial_Comparison.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Controlled_Trial_Comparison.ipynb,load_json,4,3,0.4286,37,## 1. Imports and Paths,imports/setup; configuration/paths; dataset loading; training; evaluation; outputs/saving; function definitions,119,6,2,5,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Controlled_Trial_Comparison.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Controlled_Trial_Comparison.ipynb,normalise_handoff_config,4,3,0.4286,47,## 1. Imports and Paths,imports/setup; configuration/paths; dataset loading; training; evaluation; outputs/saving; function definitions,119,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Controlled_Trial_Comparison.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Controlled_Trial_Comparison.ipynb,rebuild_selected_config_from_results,4,3,0.4286,76,## 1. Imports and Paths,imports/setup; configuration/paths; dataset loading; training; evaluation; outputs/saving; function definitions,119,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Controlled_Trial_Comparison.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Controlled_Trial_Comparison.ipynb,resolve_project_root,4,3,0.4286,12,## 1. Imports and Paths,imports/setup; configuration/paths; dataset loading; training; evaluation; outputs/saving; function definitions,119,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Controlled_Trial_Comparison.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Controlled_Trial_Comparison.ipynb,save_json,4,3,0.4286,42,## 1. Imports and Paths,imports/setup; configuration/paths; dataset loading; training; evaluation; outputs/saving; function definitions,119,6,2,3,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Controlled_Trial_Comparison.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Controlled_Trial_Comparison.ipynb,domain_size,6,5,0.7143,39,## 2. Load Results and Build Search Space,dataset loading; evaluation; outputs/saving; function definitions,130,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Controlled_Trial_Comparison.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Controlled_Trial_Comparison.ipynb,parse_hidden_units,6,5,0.7143,18,## 2. Load Results and Build Search Space,dataset loading; evaluation; outputs/saving; function definitions,130,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Controlled_Trial_Comparison.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Controlled_Trial_Comparison.ipynb,top_values,6,5,0.7143,25,## 2. Load Results and Build Search Space,dataset loading; evaluation; outputs/saving; function definitions,130,,,5,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Dropout_Regularisation_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Dropout_Regularisation_Trial.ipynb,ensure_selected_config_from_results,6,5,0.3846,149,## 2. Load Cache and Previous Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,205,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Dropout_Regularisation_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Dropout_Regularisation_Trial.ipynb,first_existing_results_path,6,5,0.3846,108,## 2. Load Cache and Previous Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,205,12,6,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Dropout_Regularisation_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Dropout_Regularisation_Trial.ipynb,load_class_weights,6,5,0.3846,164,## 2. Load Cache and Previous Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,205,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Dropout_Regularisation_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Dropout_Regularisation_Trial.ipynb,load_json,6,5,0.3846,75,## 2. Load Cache and Previous Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,205,12,6,5,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Dropout_Regularisation_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Dropout_Regularisation_Trial.ipynb,normalise_handoff_config,6,5,0.3846,89,## 2. Load Cache and Previous Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,205,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Dropout_Regularisation_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Dropout_Regularisation_Trial.ipynb,rebuild_selected_config_from_results,6,5,0.3846,118,## 2. Load Cache and Previous Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,205,12,6,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Dropout_Regularisation_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Dropout_Regularisation_Trial.ipynb,require_file,6,5,0.3846,67,## 2. Load Cache and Previous Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,205,,,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Dropout_Regularisation_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Dropout_Regularisation_Trial.ipynb,resolve_project_root,6,5,0.3846,34,## 2. Load Cache and Previous Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,205,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Dropout_Regularisation_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Dropout_Regularisation_Trial.ipynb,save_json,6,5,0.3846,81,## 2. Load Cache and Previous Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,205,8,2,3,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Dropout_Regularisation_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Dropout_Regularisation_Trial.ipynb,build_mlp_model,8,7,0.5385,53,## 3. Keras Utilities,configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,181,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Dropout_Regularisation_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Dropout_Regularisation_Trial.ipynb,config_json,8,7,0.5385,16,## 3. Keras Utilities,configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,181,,,3,False
